,Country,Year,Value,Resource,Metric,Price,Price_Production
29873,Malaysia,2003,3.0284100000000005,Oil,Reserves,23.47802389850194,71.10108235446228
29874,Thailand,2003,0.5,Oil,Reserves,23.47802389850194,11.73901194925097
29875,Vietnam,2003,2.96,Oil,Reserves,23.47802389850194,69.49495073956575
29876,Other Asia Pacific,2003,1.42883989,Oil,Reserves,23.47802389850194,33.54633708455288
29877,Total Asia Pacific,2003,38.65354614194866,Oil,Reserves,23.47802389850194,907.5088800825182
29878,Total World,2003,1358.3118721470396,Oil,Reserves,23.47802389850194,31890.47859588711
29879,                 Non-OECD,2003,1110.9694512282963,Oil,Reserves,23.47802389850194,26083.367326443527
29880,                 OPEC,2003,885.3380000000001,Oil,Reserves,23.47802389850194,20785.986722251913
29881,                 Non-OPEC ,2003,472.9738721470397,Oil,Reserves,23.47802389850194,11104.49187
29882,                 European Union#,2003,3.3630509405381117,Oil,Reserves,23.47802389850194,78.95779035383322
29883,Canadian Oil Sands: Total,2003,174.3912926839851,Oil,Reserves,23.47802389850194,4094.3629373252493
29884,Venezuela: Orinoco Belt,2003,0,Oil,Reserves,23.47802389850194,0
29885,Canada,2004,179.5760465782481,Oil,Reserves,29.50010472949595,5297.512180967162
29886,Mexico,2004,14.11962,Oil,Reserves,29.50010472949595,416.5302687406856
29887,US,2004,29.298999999999992,Oil,Reserves,29.50010472949595,864.3235684695015
29888,Total North America,2004,222.9946665782481,Oil,Reserves,29.50010472949595,6578.366018177348
29889,Argentina,2004,2.4780093183760723,Oil,Reserves,29.50010472949595,73.10153441
29890,Brazil,2004,11.243036704631876,Oil,Reserves,29.50010472949595,331.6707602642074
29891,Colombia,2004,1.4775999999999998,Oil,Reserves,29.50010472949595,43.58935474830321
29892,Ecuador,2004,3.6560855771187306,Oil,Reserves,29.50010472949595,107.8549074250022
29893,Peru,2004,1.097303,Oil,Reserves,29.50010472949595,32.37055341999009
29894,Trinidad & Tobago,2004,0.8089999999999999,Oil,Reserves,29.50010472949595,23.865584726162222
29895,Venezuela,2004,79.729,Oil,Reserves,29.50010472949595,2352.0138499779823
29896,Other S. & Cent. America,2004,1.4682090000000003,Oil,Reserves,29.50010472949595,43.31231926478853
29897,Total S. & Cent. America,2004,101.95824360012668,Oil,Reserves,29.50010472949595,3007.778864239197
29898,Denmark,2004,1.3271500669523502,Oil,Reserves,29.50010472949595,39.15106596685189
29899,Italy,2004,0.4627005389999999,Oil,Reserves,29.50010472949595,13.649714358894222
29900,Norway,2004,9.721941885187352,Oil,Reserves,29.50010472949595,286.79830378710017
29901,Romania,2004,0.4682,Oil,Reserves,29.50010472949595,13.811949034350004
29902,United Kingdom,2004,3.9975,Oil,Reserves,29.50010472949595,117.92666865616006
29903,Other Europe,2004,1.989283077912967,Oil,Reserves,29.50010472949595,58.68405913504658
29904,Total Europe,2004,17.966775569052672,Oil,Reserves,29.50010472949595,530.0217609
29905,Azerbaijan,2004,7,Oil,Reserves,29.50010472949595,206.50073310647164
29906,Kazakhstan,2004,8.999999999999998,Oil,Reserves,29.50010472949595,265.5009425654635
29907,Russian Federation,2004,105.46368,Oil,Reserves,29.50010472949595,3111.189605158047
29908,Turkmenistan,2004,0.546,Oil,Reserves,29.50010472949595,16.10705718230479
29909,Uzbekistan,2004,0.594,Oil,Reserves,29.50010472949595,17.523062209320592
29910,Other CIS,2004,0.25,Oil,Reserves,29.50010472949595,7.375026182373987
29911,Total CIS,2004,122.85368,Oil,Reserves,29.50010472949595,3624.1964264039816
29912,Iran,2004,132.74,Oil,Reserves,29.50010472949595,3915.8439017932924
29913,Iraq,2004,115,Oil,Reserves,29.50010472949595,3392.512043892034
29914,Kuwait,2004,101.5,Oil,Reserves,29.50010472949595,2994.260630043839
29915,Oman,2004,5.572,Oil,Reserves,29.50010472949595,164.37458355275143
29916,Qatar,2004,26.86482,Oil,Reserves,29.50010472949595,792.5150035390574
29917,Saudi Arabia,2004,264.31,Oil,Reserves,29.50010472949595,7797.1726810530745
29918,Syria,2004,3.159,Oil,Reserves,29.50010472949595,93.19083084
29919,United Arab Emirates,2004,97.8,Oil,Reserves,29.50010472949595,2885.110242544704
29920,Yemen,2004,3,Oil,Reserves,29.50010472949595,88.50031418848785
29921,Other Middle East,2004,0.1275599999999999,Oil,Reserves,29.50010472949595,3.763033359
29922,Total Middle East,2004,750.07338,Oil,Reserves,29.50010472949595,22127.243264807013
29923,Algeria,2004,11.800000000000002,Oil,Reserves,29.50010472949595,348.10123580805225
29924,Angola,2004,9.035,Oil,Reserves,29.50010472949595,266.5334462309959
29925,Chad,2004,0.9000000000000001,Oil,Reserves,29.50010472949595,26.55009425654636
29926,Republic of Congo,2004,1.784,Oil,Reserves,29.50010472949595,52.62818683742077
29927,Egypt,2004,3.62,Oil,Reserves,29.50010472949595,106.79037912077534
29928,Equatorial Guinea,2004,1.765,Oil,Reserves,29.50010472949595,52.06768484756034
29929,Gabon,2004,2.19,Oil,Reserves,29.50010472949595,64.60522935759613
29930,Libya,2004,39.126,Oil,Reserves,29.50010472949595,1154.2210976462584
29931,Nigeria,2004,35.876,Oil,Reserves,29.50010472949595,1058.3457572753966
29932,Sudan,2004,0.5629999999999998,Oil,Reserves,29.50010472949595,16.608558962706216
29933,Tunisia,2004,0.6807,Oil,Reserves,29.50010472949595,20.08072128936789
29934,Other Africa,2004,0.563138,Oil,Reserves,29.50010472949595,16.61262997715889
29935,Total Africa,2004,107.902838,Oil,Reserves,29.50010472949595,3183.145021609835
29936,Australia,2004,3.8892604447844414,Oil,Reserves,29.50010472949595,114.73359044142701
29937,Brunei,2004,1.1203,Oil,Reserves,29.50010472949595,33.04896732845431
29938,China,2004,18.25887607,Oil,Reserves,29.50010472949595,538.6387563078874
29939,India,2004,5.5652724000000005,Oil,Reserves,29.50010472949595,164.1761186481733
29940,Indonesia,2004,4.3,Oil,Reserves,29.50010472949595,126.85045033683258
29941,Malaysia,2004,3.3230999999999997,Oil,Reserves,29.50010472949595,98.03179802658798
29942,Thailand,2004,0.5273000000000001,Oil,Reserves,29.50010472949595,15.555405223863216
29943,Vietnam,2004,3.0840000000000005,Oil,Reserves,29.50010472949595,90.97832298576552
29944,Other Asia Pacific,2004,1.4512944334330768,Oil,Reserves,29.50010472949595,42.81333777961025
29945,Total Asia Pacific,2004,41.51940334821752,Oil,Reserves,29.50010472949595,1224.8267470786016
29946,Total World,2004,1365.2689870956451,Oil,Reserves,29.50010472949595,40275.57810325438
29947,                 Non-OECD,2004,1120.0511665314727,Oil,Reserves,29.50010472949595,33041.626715072554
29948,                 OPEC,2004,892.655,Oil,Reserves,29.50010472949595,26333.415987308206
29949,                 Non-OPEC ,2004,472.6139871,Oil,Reserves,29.50010472949595,13942.162115946174
29950,                 European Union#,2004,3.2647336838653174,Oil,Reserves,29.50010472949595,96.30998558793998
29951,Canadian Oil Sands: Total,2004,173.9887447963787,Oil,Reserves,29.50010472949595,5132.686193246715
29952,Venezuela: Orinoco Belt,2004,0,Oil,Reserves,29.50010472949595,0
29953,Canada,2005,180.04410913456243,Oil,Reserves,39.73669673603924,7154.358164
29954,Mexico,2005,12.88218,Oil,Reserves,39.73669673603924,511.89528
29955,US,2005,29.922000000000004,Oil,Reserves,39.73669673603924,1189.0014397357663
29956,Total North America,2005,222.84828913456244,Oil,Reserves,39.73669673603924,8855.254883485297
29957,Argentina,2005,2.180262886364776,Oil,Reserves,39.73669673603924,86.63644512
29958,Brazil,2005,11.772261380619415,Oil,Reserves,39.73669673603924,467.7907803790603
29959,Colombia,2005,1.4531999999999998,Oil,Reserves,39.73669673603924,57.74536769681222
29960,Ecuador,2005,2.6395345965059853,Oil,Reserves,39.73669673603924,104.88638578564205
29961,Peru,2005,1.078258,Oil,Reserves,39.73669673603924,42.84641115
29962,Trinidad & Tobago,2005,0.8029999999999999,Oil,Reserves,39.73669673603924,31.908567479039508
29963,Venezuela,2005,80.012,Oil,Reserves,39.73669673603924,3179.412579243972
29964,Other S. & Cent. America,2005,1.4702,Oil,Reserves,39.73669673603924,58.42089154132489
29965,Total S. & Cent. America,2005,101.40871686349016,Oil,Reserves,39.73669673603924,4029.647428395377
29966,Denmark,2005,1.276831581,Oil,Reserves,39.73669673603924,50.73706931725612
29967,Italy,2005,0.459680508,Oil,Reserves,39.73669673603924,18.26618494186446
29968,Norway,2005,9.688088319896451,Oil,Reserves,39.73669673603924,384.97262751968924
29969,Romania,2005,0.4584,Oil,Reserves,39.73669673603924,18.21530178380039
29970,United Kingdom,2005,3.87,Oil,Reserves,39.73669673603924,153.78101636847188
29971,Other Europe,2005,1.9448398240508644,Oil,Reserves,39.73669673603924,77.28151028848112
29972,Total Europe,2005,17.697840232948863,Oil,Reserves,39.73669673603924,703.2537102195631
29973,Azerbaijan,2005,7,Oil,Reserves,39.73669673603924,278.1568771522747
29974,Kazakhstan,2005,8.999999999999998,Oil,Reserves,39.73669673603924,357.6302706243531
29975,Russian Federation,2005,104.404815,Oil,Reserves,39.73669673603924,4148.702471437281
29976,Turkmenistan,2005,0.546,Oil,Reserves,39.73669673603924,21.69623641787743
29977,Uzbekistan,2005,0.594,Oil,Reserves,39.73669673603924,23.60359786120731
29978,Other CIS,2005,0.25,Oil,Reserves,39.73669673603924,9.934174184
29979,Total CIS,2005,121.794815,Oil,Reserves,39.73669673603924,4839.723627677004
29980,Iran,2005,137.49,Oil,Reserves,39.73669673603924,5463.398434238035
29981,Iraq,2005,115,Oil,Reserves,39.73669673603924,4569.720124644513
29982,Kuwait,2005,101.5,Oil,Reserves,39.73669673603924,4033.274718707983
29983,Oman,2005,5.572,Oil,Reserves,39.73669673603924,221.41287421321067
29984,Qatar,2005,27.910200000000003,Oil,Reserves,39.73669673603924,1109.0591532422027
29985,Saudi Arabia,2005,264.211,Oil,Reserves,39.73669673603924,10498.872381325666
29986,Syria,2005,3,Oil,Reserves,39.73669673603924,119.21009020811772
29987,United Arab Emirates,2005,97.8,Oil,Reserves,39.73669673603924,3886.248940784638
29988,Yemen,2005,2.9207,Oil,Reserves,39.73669673603924,116.05897015694981
29989,Other Middle East,2005,0.1275599999999999,Oil,Reserves,39.73669673603924,5.068813035649161
29990,Total Middle East,2005,755.53146,Oil,Reserves,39.73669673603924,30022.324500556966
29991,Algeria,2005,12.27,Oil,Reserves,39.73669673603924,487.5692689512015
29992,Angola,2005,9.05,Oil,Reserves,39.73669673603924,359.6171054611552
29993,Chad,2005,1.5,Oil,Reserves,39.73669673603924,59.60504510405886
29994,Republic of Congo,2005,1.905,Oil,Reserves,39.73669673603924,75.69840728215476
29995,Egypt,2005,3.7200000000000006,Oil,Reserves,39.73669673603924,147.8205119
29996,Equatorial Guinea,2005,1.805,Oil,Reserves,39.73669673603924,71.72473760855083
29997,Gabon,2005,2.1459999999999995,Oil,Reserves,39.73669673603924,85.2749512
29998,Libya,2005,41.464,Oil,Reserves,39.73669673603924,1647.6423934631312
29999,Nigeria,2005,36.22,Oil,Reserves,39.73669673603924,1439.2631557793413
30000,Sudan,2005,0.5629999999999998,Oil,Reserves,39.73669673603924,22.371760262390087
30001,Tunisia,2005,0.56,Oil,Reserves,39.73669673603924,22.252550172181977
30002,Other Africa,2005,0.5459970000000001,Oil,Reserves,39.73669673603924,21.69611720778722
30003,Total Africa,2005,111.748997,Oil,Reserves,39.73669673603924,4440.536004345559
30004,Australia,2005,3.718341128,Oil,Reserves,39.73669673603924,147.75459374981762
30005,Brunei,2005,1.105,Oil,Reserves,39.73669673603924,43.90904989332336
30006,China,2005,18.24965566,Oil,Reserves,39.73669673603924,725.1810326177721
30007,India,2005,5.9188812,Oil,Reserves,39.73669673603924,235.19678726104405
30008,Indonesia,2005,4.19,Oil,Reserves,39.73669673603924,166.49675932400444
30009,Malaysia,2005,3.2942579999999992,Oil,Reserves,39.73669673603924,130.90293111627113
30010,Thailand,2005,0.453,Oil,Reserves,39.73669673603924,18.000723621425777
30011,Vietnam,2005,3.119207468,Oil,Reserves,39.73669673603924,123.94700121270482
30012,Other Asia Pacific,2005,1.4155132770851404,Oil,Reserves,39.73669673603924,56.247821817369314
30013,Total Asia Pacific,2005,41.46385674,Oil,Reserves,39.73669673603924,1647.6367006137327
30014,Total World,2005,1372.493974966718,Oil,Reserves,39.73669673603924,54538.37685529351
30015,                 Non-OECD,2005,1127.8571946956265,Oil,Reserves,39.73669673603924,44817.31930718008
30016,                 OPEC,2005,900.873,Oil,Reserves,39.73669673603924,35797.71719868588
30017,                 Non-OPEC ,2005,471.62097496671765,Oil,Reserves,39.73669673603924,18740.659656607615
30018,                 European Union#,2005,3.1524519130524142,Oil,Reserves,39.73669673603924,125.26802564391053
30019,Canadian Oil Sands: Total,2005,173.60506634100383,Oil,Reserves,39.73669673603924,6898.491873032443
30020,Venezuela: Orinoco Belt,2005,0,Oil,Reserves,39.73669673603924,0
30021,Canada,2006,179.36196028995963,Oil,Reserves,44.84404839902697,8043.316428187302
30022,Mexico,2006,11.81385,Oil,Reserves,44.84404839902697,529.7808611788447
30023,US,2006,29.444,Oil,Reserves,44.84404839902697,1320.3881610609499
30024,Total North America,2006,220.6198102899596,Oil,Reserves,44.84404839902697,9893.485450427095
30025,Argentina,2006,2.586760146137239,Oil,Reserves,44.84404839902697,116.00079719005242
30026,Brazil,2006,12.182000000000002,Oil,Reserves,44.84404839902697,546.2901975969467
30027,Colombia,2006,1.5094,Oil,Reserves,44.84404839902697,67.68760665
30028,Ecuador,2006,2.4455285114849565,Oil,Reserves,44.84404839902697,109.66739893023177
30029,Peru,2006,1.097288,Oil,Reserves,44.84404839902697,49.206836179671505
30030,Trinidad & Tobago,2006,0.7938,Oil,Reserves,44.84404839902697,35.59720562
30031,Venezuela,2006,87.32400000000001,Oil,Reserves,44.84404839902697,3915.961682396631
30032,Other S. & Cent. America,2006,0.844152,Oil,Reserves,44.84404839902697,37.85519314413541
30033,Total S. & Cent. America,2006,108.7829286576222,Oil,Reserves,44.84404839902697,4878.266917710307
30034,Denmark,2006,1.157325177,Oil,Reserves,44.84404839902697,51.89914624489898
30035,Italy,2006,0.450484173,Oil,Reserves,44.84404839902697,20.20153405700764
30036,Norway,2006,8.545747276,Oil,Reserves,44.84404839902697,383.2259044547163
30037,Romania,2006,0.4777,Oil,Reserves,44.84404839902697,21.422001920215184
30038,United Kingdom,2006,3.5925,Oil,Reserves,44.84404839902697,161.10224387350436
30039,Other Europe,2006,1.9098081161079064,Oil,Reserves,44.84404839902697,85.64352759159746
30040,Total Europe,2006,16.133564742063708,Oil,Reserves,44.84404839902697,723.4943581
30041,Azerbaijan,2006,7,Oil,Reserves,44.84404839902697,313.90833879318876
30042,Kazakhstan,2006,8.999999999999998,Oil,Reserves,44.84404839902697,403.5964355912426
30043,Russian Federation,2006,104.033724,Oil,Reserves,44.84404839902697,4665.293354187013
30044,Turkmenistan,2006,0.6,Oil,Reserves,44.84404839902697,26.906429039416178
30045,Uzbekistan,2006,0.594,Oil,Reserves,44.84404839902697,26.637364749022016
30046,Other CIS,2006,0.25,Oil,Reserves,44.84404839902697,11.211012099756742
30047,Total CIS,2006,121.477724,Oil,Reserves,44.84404839902697,5447.552934
30048,Iran,2006,138.4,Oil,Reserves,44.84404839902697,6206.416298425333
30049,Iraq,2006,115,Oil,Reserves,44.84404839902697,5157.065565888101
30050,Kuwait,2006,101.5,Oil,Reserves,44.84404839902697,4551.670912501238
30051,Oman,2006,5.572,Oil,Reserves,44.84404839902697,249.87103767937828
30052,Qatar,2006,27.4362,Oil,Reserves,44.84404839902697,1230.3502806853837
30053,Saudi Arabia,2006,264.251,Oil,Reserves,44.84404839902697,11850.084633491275
30054,Syria,2006,3,Oil,Reserves,44.84404839902697,134.5321451970809
30055,United Arab Emirates,2006,97.8,Oil,Reserves,44.84404839902697,4385.747933424837
30056,Yemen,2006,2.78,Oil,Reserves,44.84404839902697,124.66645454929495
30057,Other Middle East,2006,0.1275199999999999,Oil,Reserves,44.84404839902697,5.718513051843915
30058,Total Middle East,2006,755.86672,Oil,Reserves,44.84404839902697,33896.123774893764
30059,Algeria,2006,12.27,Oil,Reserves,44.84404839902697,550.2364738560609
30060,Angola,2006,9.33,Oil,Reserves,44.84404839902697,418.3949715629216
30061,Chad,2006,1.5,Oil,Reserves,44.84404839902697,67.26607259854045
30062,Republic of Congo,2006,1.94,Oil,Reserves,44.84404839902697,86.99745389411231
30063,Egypt,2006,3.7200000000000006,Oil,Reserves,44.84404839902697,166.81986004438033
30064,Equatorial Guinea,2006,1.755,Oil,Reserves,44.84404839902697,78.70130494029232
30065,Gabon,2006,2.15,Oil,Reserves,44.84404839902697,96.41470405790797
30066,Libya,2006,41.464,Oil,Reserves,44.84404839902697,1859.413622817254
30067,Nigeria,2006,37.2,Oil,Reserves,44.84404839902697,1668.1986004438033
30068,Sudan,2006,4.999999999999999,Oil,Reserves,44.84404839902697,224.22024199513478
30069,Tunisia,2006,0.596,Oil,Reserves,44.84404839902697,26.727052845820072
30070,Other Africa,2006,0.6545259999999999,Oil,Reserves,44.84404839902697,29.35159562242152
30071,Total Africa,2006,117.579526,Oil,Reserves,44.84404839902697,5272.741955
30072,Australia,2006,3.514519810476602,Oil,Reserves,44.84404839902697,157.60529648035183
30073,Brunei,2006,1.2000000000000002,Oil,Reserves,44.84404839902697,53.81285807883237
30074,China,2006,20.22029978,Oil,Reserves,44.84404839902697,906.7601017529341
30075,India,2006,5.69268,Oil,Reserves,44.84404839902697,255.28281744017283
30076,Indonesia,2006,4.37,Oil,Reserves,44.84404839902697,195.96849150374786
30077,Malaysia,2006,2.706132,Oil,Reserves,44.84404839902697,121.35391438215565
30078,Thailand,2006,0.461,Oil,Reserves,44.84404839902697,20.673106311951432
30079,Vietnam,2006,3.25,Oil,Reserves,44.84404839902697,145.74315729683764
30080,Other Asia Pacific,2006,1.3907910930851406,Oil,Reserves,44.84404839902697,62.36870309124566
30081,Total Asia Pacific,2006,42.80542267856174,Oil,Reserves,44.84404839902697,1919.5684463382293
30082,Total World,2006,1383.2656963682073,Oil,Reserves,44.84404839902697,62031.233836649626
30083,                 Non-OECD,2006,1142.564649791815,Oil,Reserves,44.84404839902697,51237.22445428145
30084,                 OPEC,2006,910.384,Oil,Reserves,44.84404839902697,40825.304157699764
30085,                 Non-OPEC ,2006,472.8816963682073,Oil,Reserves,44.84404839902697,21205.929678949862
30086,                 European Union#,2006,3.019117465976307,Oil,Reserves,44.84404839902697,135.38944976658917
30087,Canadian Oil Sands: Total,2006,173.14591015670277,Oil,Reserves,44.84404839902697,7764.563575160754
30088,Venezuela: Orinoco Belt,2006,7.6,Oil,Reserves,44.84404839902697,340.81476783260496
30089,Canada,2007,178.83402502517464,Oil,Reserves,47.03135914033668,8410.807257470946
